,Name,/people/deceased_person/date_of_death,/people/person/gender,/people/person/age,/people/person/date_of_birth
51833,Keith Kjornes,2013-03-28,Male,[],1950-11-24 00:00:00
51861,Hisao Kanze,1978-12-07,Male,[],1925-11-12 00:00:00
51862,Gasetsu Kanze,1988-12-07,Male,[],1898-01-01 00:00:00
51889,John Ewing,1961-11-20,Male,[],1901-05-10 00:00:00
51912,Jean-Pierre Rambal,2001-09-18,Male,[],1931-09-13 00:00:00
51923,Michael Uris,1967-07-17,Male,[],1902-03-25 00:00:00
51946,Hetty Ruijs,1973-11-12,Female,[],1889-02-10 00:00:00
51956,Mireille Miailhe,2010-12-06,Female,[],1921-03-20 00:00:00
51965,Emi Ito,2012-06-15,Female,[],1941-04-01 00:00:00
52007,Ute Mora,2003-09-03,Female,[],1945-08-12 00:00:00
52022,Bin Moritsuka,2006-06-19,Male,[],1926-10-01 00:00:00
52052,Antony Marsh,2007-08-13,Male,[],1938-02-12 00:00:00
52058,Aimée Stuart,1981-04-17,Female,[],1887-01-01 00:00:00
52087,Walter Boje,1992-07-20,Male,[],1905-11-16 00:00:00
52153,Lee Kresel,1980-12-25,Male,[],1918-02-06 00:00:00
52157,Márcia de Windsor,1982-08-04,Female,[],1933-10-03 00:00:00
52176,Seiichi Yashiro,1998-01-11,Male,[],1927-04-10 00:00:00
52182,Christoph Lindert,2005-08-28,Male,[],1938-07-10 00:00:00
52258,Virtú Maragno,2004-02-24,Male,[],1928-03-18 00:00:00
52288,Gian Carlo Fusco,1984-09-17,Male,[],1915-07-01 00:00:00
52289,Pino Zac,1985-08-25,Male,[],1930-04-24 00:00:00
52290,Vincenzo Falanga,1997-09-30,Male,[],1917-10-19 00:00:00
52291,Lino Puglisi,2012-04-29,Male,[],1930-01-01 00:00:00
52295,Marian Skrzynecki,1939-10-03,Male,[],1891-09-27 00:00:00
52333,Chester Marshall,1974-06-22,Male,[],1932-06-23 00:00:00
52344,Nelly Prono,1997-08-29,Female,[],1931-01-01 00:00:00
52350,Walter Santa Ana,2012-06-09,Male,[],1932-12-25 00:00:00
52352,Hilda Suárez,2006-09-08,Female,[],1924-08-04 00:00:00
52369,Shela Robson,1984,Female,[],1984-01-01 00:00:00
52415,Onoe Tatsunosuke I,1987-03-28,Male,[],1946-10-26 00:00:00
52416,Vladimir Abramovich Dykhovichny,1963-06-24,Male,[],1911-03-25 00:00:00
52424,Susi Wuennenberg,2007-02-08,Female,[],1961-02-21 00:00:00
52431,Rihei Inanobu,1937-01-14,Male,[],1851-12-15 00:00:00
52442,Fujima Kan'emon I,1851-09-07,Male,[],1813-01-01 00:00:00
52443,Fujima Kan'emon II,1925-01-23,Male,[],1840-03-15 00:00:00
52466,Józef Nalberczak,1992-12-18,Male,[],1926-01-09 00:00:00
52474,Zbigniew Sawan,1984-06-04,Male,[],1904-04-14 00:00:00
52483,Wiesje Bouwmeester,1979-03-23,Female,[],1909-08-28 00:00:00
52510,Sándor Szakács,1965-07-09,Male,[],1917-09-20 00:00:00
52524,Veronika Baitz,1959-02-21,Female,[],1892-10-06 00:00:00
52540,Karin Himboldt,2005-12-01,Female,[],1920-02-08 00:00:00
52609,Fritz Jüptner-Jonstorff,1993-10-24,Male,[],1908-06-02 00:00:00
52615,Roger Dormoy,1984-05-07,Male,[],1914-08-16 00:00:00
52620,Zsuzsa Zolnay,2011-04-28,Female,[],1932-02-18 00:00:00
52655,Kornél Gelley,1989-03-19,Male,[],1932-03-05 00:00:00
52670,Lajos Bakay,1999,Male,[],1920-05-20 00:00:00
52671,Károly Kovács,1990-12-10,Male,[],1902-01-19 00:00:00
52672,Árpád Lajtos,1986-05-25,Male,[],1910-11-22 00:00:00
52676,Károly Esztergályos,1973-07-03,Male,[],1909-06-21 00:00:00
52684,Luiz Carlos Braga,1994,Male,[],1941-01-01 00:00:00
52708,Olney São Paulo,1978-02-15,Male,[],1936-08-07 00:00:00
52715,Lóránt Kézdi,2005-07-03,Male,[],1929-04-19 00:00:00
52726,Ferenc Bencze,1990-09-07,Male,[],1924-10-04 00:00:00
52727,Laszlo Paal,2000,Male,[],1924-12-25 00:00:00
52728,Csilla Herczeg,1995-04-03,Female,[],1958-08-11 00:00:00
52729,Lena Daras,1990-02,Female,[],1926-02-26 00:00:00
52741,Margarete Schnabe,2004,Female,[],1914-01-01 00:00:00
52747,María de la Mora y Maura,2001-11-01,Female,[],1907-01-01 00:00:00
52759,Inez Alfani-Tellini,1985-06-01,Female,[],1896-05-31 00:00:00
52776,Salvador Soler Marí,1976-08-06,Male,[],1900-01-01 00:00:00
52788,Zoltán Simon,1991-09-30,Male,[],1920-01-11 00:00:00
52794,Günther Weisenborn,1969-03-26,Male,[],1902-07-10 00:00:00
52797,Rosa Hernáez Esquirol,1964,Female,[],1888-01-01 00:00:00
52798,Joseph Santpere Pey,1939,Male,[],1875-01-01 00:00:00
52816,Peter Hammer,1993-04-27,Male,[],1938-11-20 00:00:00
52824,Adrian Cairns,2003-03-23,Male,[],1924-10-12 00:00:00
52876,Dan Lounsbery,1993-08-22,Male,[],1909-06-23 00:00:00
52887,Gene Rutherford,2006-09-24,Male,[],1939-03-04 00:00:00
52897,Sally Bulloch,2008-04-10,Female,[],1948-07-11 00:00:00
52917,Jurgen Schmidt,2004-11-15,Male,[],1938-04-30 00:00:00
52923,Beppie Murray,1988-11-16,Female,[],1901-07-13 00:00:00
52972,Fritz von Friedl,1971-12-03,Male,[],1901-04-08 00:00:00
53025,Dieter Flimm,2002-07-23,Male,[],1939-04-09 00:00:00
53077,James Fonda,1987-06-12,Male,[],1907-12-31 00:00:00
53079,Imre Sarlai,1983-02-16,Male,[],1904-11-14 00:00:00
53083,Tibor Tánczos,1979-06-18,Male,[],1923-02-24 00:00:00
53156,Masahiko Tanimura,2000-08-06,Male,[],1927-02-25 00:00:00
53160,Helen Sullivan,1997-12-26,Female,[],1918-11-13 00:00:00
53180,David E. Rose,1992-08-21,Male,[],1895-10-19 00:00:00
53192,Daniele Paris,1989-08-16,Male,[],1921-11-18 00:00:00
53200,Richard Dorso,2011-04-06,Male,[],1909-11-29 00:00:00
53209,Shoji Kimoto,1995-01-26,Male,[],1912-10-05 00:00:00
53222,Nilza Brasileiro de Almeida,1989-11-17,Female,[],1910-01-01 00:00:00
53223,Jorge de Oliveira Jobim,1935-07-19,Male,[],1889-04-23 00:00:00
53273,Eulália Dalila Amado,1949,Female,[],1933-01-01 00:00:00
53295,Francis Taylor Pearsons Plimpton,1983-07-30,Male,[],1900-12-07 00:00:00
53309,Lous van Korlaar-van Dam,1941-07-05,Female,[],1856-01-27 00:00:00
53333,Ulrich Wesselmann,1993-11,Male,[],1960-01-01 00:00:00
53335,Urs Hefti,2008-01-20,Male,[],1944-07-20 00:00:00
53363,Karen Toffler,2000,Female,[],1954-01-01 00:00:00
53364,Stanley H. Silverman,2005-05-09,Male,[],1914-09-20 00:00:00
53383,Nils Nygren,1976-09-21,Male,[],1926-09-13 00:00:00
53384,Marianne Stjernqvist,1991-04-22,Female,[],1924-12-22 00:00:00
53389,Dana Grossel,2002,Female,[],1949-01-01 00:00:00
53390,Jamie Tucker,2003,Female,[],1947-01-01 00:00:00
53395,Fernando Fernández de Córdoba,1982-02-28,Male,[],1897-11-28 00:00:00
53410,Akira Shioji,1994-10-29,Male,[],1928-01-09 00:00:00
53438,Margaret Brayton,1992-05-29,Female,[],1907-08-15 00:00:00
53471,József Fonyó,2004-07-17,Male,[],1934-05-11 00:00:00
53511,Piroska Laczkovich,1982-07-05,Female,[],1906-12-15 00:00:00
53526,Antonio Quintero,1977,Male,[],1895-01-01 00:00:00
53536,Rafael de León,1982-12-09,Male,[],1908-02-06 00:00:00
53551,Glenn E. Anderson,1999-06-17,Male,[],1928-03-11 00:00:00
53566,Yoshikazu Hayashi,1999-03-31,Male,[],1922-02-12 00:00:00
53572,Viktor Babushkin,1998-07-25,Male,[],1930-08-24 00:00:00
53576,Lajos Mányai,1964-11-24,Male,[],1912-02-10 00:00:00
53605,Eva Stiberg,1990-08-28,Female,[],1920-12-26 00:00:00
53629,Märta Allan-Johnson,1984-01-28,Female,[],1892-01-12 00:00:00
53633,Gerda Calander,1976-09-24,Female,[],1891-01-01 00:00:00
53659,Eiko Takehara,1996-12-18,Female,[],1946-05-21 00:00:00
53660,Harry Leslie Keepers,1963-09-17,None,[],1883-04-06 00:00:00
53678,Furio Monicelli,2011-11-26,Male,[],1924-01-01 00:00:00
53700,Wakako Fukuda,2008-10-05,Female,[],1941-11-28 00:00:00
53701,Akira Matsudaira,1961-03-08,Male,[],1911-07-26 00:00:00
53722,Arvid Widerberg,1998-04-23,Male,[],1904-09-17 00:00:00
53729,Einar Jolin,1976-08-29,Male,[],1890-08-07 00:00:00
53730,Tatiana Angelini,2006-11-25,Female,[],1923-09-23 00:00:00
53745,Dmitri Plavinsky,2012-09-01,Male,[],1937-04-28 00:00:00
53746,Abraham Avigdorov,2012-09-04,None,[],1929-07-02 00:00:00
53747,Mark Abrahamian,2012-09-02,None,[],1966-02-23 00:00:00
53748,Ottó Foky,2012-09-03,None,[],1927-06-15 00:00:00
53751,Fred Lau,1971-01-18,Male,[],1897-07-29 00:00:00
53785,Edwin Wittstein,2011-07-28,Male,[],1929-04-07 00:00:00
53796,Hyman Meyer,1945-10-07,Male,[],1876-10-23 00:00:00
53807,Jane Loring,1983-03-15,Female,[],1890-06-06 00:00:00
53830,Mado Maurin,2013-12-08,Female,[],1915-09-24 00:00:00
53831,Juan Ramón Sánchez,2008-04-10,Male,[],1957-01-01 00:00:00
53834,Jean-Pierre Maurin,1996-08-15,Male,[],1941-07-18 00:00:00
53843,Zsuzsa Mányai,1999-01-09,Female,[],1949-07-25 00:00:00
53849,Claude Askew,1917-10-05,Male,[],1865-11-27 00:00:00
53881,Louise Landmier,1958-07-09,Female,[],1904-01-01 00:00:00
53882,Armas Hattara,1951,Male,[],1884-01-01 00:00:00
53883,Saulo Haarla,1971-10-04,Male,[],1930-11-21 00:00:00
53964,Sava Hashamov,2012-01-11,Male,[],1940-03-05 00:00:00
53965,Aleksei Gabrilovich,1995-10-15,Male,[],1936-10-05 00:00:00
53969,Barbara Winiarska,2002-09-18,Female,[],1952-05-29 00:00:00
53972,Jack Low,1958-02-21,Male,[],1897-08-02 00:00:00
54020,Jack Hendricks,1990-05-29,Male,[],1903-07-09 00:00:00
54050,Géza Földessy,2001,Male,[],1905-04-13 00:00:00
54052,András Komlós,2000,Male,[],1922-01-19 00:00:00
54053,Vilmos Komlós,1959-02-27,Male,[],1893-01-29 00:00:00
54062,Dragoljub-Gula Milosavljevic,2005-03-25,Male,[],1923-05-30 00:00:00
54085,Anna Miserocchi,1988-03-18,Female,[],1925-06-26 00:00:00
54088,Zoltán Petőfi,1870-11-05,Male,[],1848-12-15 00:00:00
54106,Júlia Szendrey,1868-09-06,Female,[],1828-12-29 00:00:00
54110,Nevenka Filipovic,2007-10-14,Female,[],1932-01-27 00:00:00
54111,István Petrovics,1849-03-21,Male,[],1791-08-15 00:00:00
54112,Mária Hrúz,1849-05-17,Female,[],1791-08-26 00:00:00
54118,François Gall,1987,Male,[],1912-01-01 00:00:00
54124,Jeike de Boer,1951,Female,[],1868-01-01 00:00:00
54158,Julius Brongers,1960-05-16,Male,[],1880-08-05 00:00:00
54159,Rika Hopper,1964-01-01,Female,[],1877-10-24 00:00:00
54164,Cor Laurentius,1963-01-09,Male,[],1897-08-21 00:00:00
54171,Johan Claus,2009-02-13,Male,[],1938-11-01 00:00:00
54172,Guido Claus,1991-11-09,Male,[],1931-02-01 00:00:00
54175,Edward F. Carey,1979-10-30,Male,[],1905-07-07 00:00:00
54177,Jose Duvall,1993-02-27,Male,[],1919-12-23 00:00:00
54190,Piotr Skrzynecki,1997-04-27,Male,[],1930-09-12 00:00:00
54194,Lubos Hruza,2008-12-02,Male,[],1933-03-28 00:00:00
54203,Marianne Stanior,1967-01-12,Female,[],1910-06-19 00:00:00
54205,Bruno Decarli,1950-03-31,Male,[],1877-03-15 00:00:00
54214,Jean Croué,1952-02-06,Male,[],1878-02-09 00:00:00
54231,Felicidad Blanc,1990,Female,[],1913-01-01 00:00:00
54238,Katsuji Miyazaki,1993-03-18,Male,[],1915-01-01 00:00:00
54242,Jacques Van Bijlevelt,1971-01-18,Male,[],1885-07-14 00:00:00
54246,André Carnège,1969-05-12,Male,[],1890-12-20 00:00:00
54275,Enny de Leeuwe,1982-11-22,Female,[],1898-08-27 00:00:00
54276,Yoshio Sasaki,2007-10-22,Male,[],1913-08-10 00:00:00
54277,Ritsuo Isobe,2000-09-20,Male,[],1922-04-03 00:00:00
54280,"Georga (""Goggi"") Wilhelma Ellertsen",1959,Female,[],1871-01-01 00:00:00
54294,Georges Bever,1973-01-14,Male,[],1884-09-22 00:00:00
54314,Jerry Stanford,2001-06-01,Male,[],1936-11-06 00:00:00
54318,Robert Kirsch,2001-05-02,None,[],1961-04-13 00:00:00
54336,Robert A. Dietrich,1947-09-08,Male,[],1889-01-01 00:00:00
54347,Benedict James,1957-08-14,Male,[],1871-10-31 00:00:00
54352,Mac Ronay,2004-06-21,Male,[],1913-06-20 00:00:00
54362,Barbara von Annenkoff,1979,Female,[],1900-02-13 00:00:00
54374,Yevgeniya Khanayeva,1987-11-08,Female,[],1921-01-02 00:00:00
54376,Leonid Gallis,1977-08-19,Male,[],1912-01-11 00:00:00
54377,Roger Cherrill,1983-04-08,Male,[],1926-07-11 00:00:00
54383,Paolo Valori,2003-12-23,Male,[],1919-03-28 00:00:00
54384,Michele Valori,1979-10-16,Male,[],1923-06-23 00:00:00
54385,Franco Bracardi,2005-02-27,Male,[],1937-05-16 00:00:00
54399,James Bauer,1940,Male,[],1884-03-01 00:00:00
54406,Mario Scarpetta,2004-11-14,Male,[],1953-12-04 00:00:00
54412,Siem Nieuwenhuizen,1964-06-11,Male,[],1883-03-15 00:00:00
54413,Aldo Valori,1965,Male,[],1882-01-01 00:00:00
54418,Pierre Mols,1961-06-19,Male,[],1885-01-29 00:00:00
54425,Sergei Boyarsky,1976-03-01,Male,[],1916-12-31 00:00:00
54431,Ivan Mesquita,2011-08-01,Male,[],1932-03-17 00:00:00
54443,Dusan Vujisic,1977-07-11,Male,[],1929-08-02 00:00:00
54446,Leonid Afanasyev,1995-10-05,None,[],1921-08-20 00:00:00
54447,Michael Christian,2006-06-12,Male,[],1947-05-09 00:00:00
54448,Betty Birgitte Sofie Piene,2001,Female,[],1909-01-01 00:00:00
54449,Christian Frederick Bonnevie,1992,Male,[],1906-01-01 00:00:00
54452,Johan Buziau,1958-02-03,Male,[],1877-01-07 00:00:00
54455,Daan Nieuwenhuizen,1956-04-27,Male,[],1878-07-21 00:00:00
54456,Lill Egede-Nissen,1962,Male,[],1909-01-01 00:00:00
54457,Gøril Havrevold,1992-03-17,Female,[],1914-07-11 00:00:00
54458,Guido Fiorini,1966-01-04,Male,[],1897-07-01 00:00:00
54459,Oscar Egede-Nissen,1976-11-01,Male,[],1903-03-07 00:00:00
54496,Giovanna Cigoli,1961-09-14,Female,[],1885-02-24 00:00:00
54510,Juan Ángel Martínez,1984-05-10,Male,[],1939-07-19 00:00:00
54516,Gene Wesson,1975-08-22,Male,[],1921-01-01 00:00:00
54520,Leonetta Pieraccini,1977,Female,[],1883-01-01 00:00:00
54526,Olga Kruchinina,2007-11-13,Female,[],1917-06-24 00:00:00
54538,Ruth Baldor,1988-11-16,Female,[],1899-11-01 00:00:00
54540,Piet Te Nuyl,1960-05-11,Male,[],1892-02-09 00:00:00
54543,Pierre Dermo,1976-06-18,Male,[],1911-01-05 00:00:00
54549,Suzanne Grey,2005-12-13,Female,[],1917-06-28 00:00:00
54550,Yevgeni Andrikanis,1993-12-19,None,[],1909-12-27 00:00:00
54563,Noël Howard,1987-02-07,Male,[],1920-12-25 00:00:00
54566,Gertrud Danielsson,1984-10-05,Female,[],1896-01-01 00:00:00
54568,Doris Nelson,1934,Female,[],1886-01-01 00:00:00
54570,Christian Hartkopp,1980-04-10,Male,[],1939-04-20 00:00:00
54572,Eva Opaker,1996-11-16,Female,[],1945-12-17 00:00:00
54590,Ethelwyn Sylvia Arthur Jones,1948,Female,[],1883-01-01 00:00:00
54603,Susan Teesdale,2001-12-08,Female,[],1959-02-15 00:00:00
54628,Josep Maria Angelat,1992-08-26,Male,[],1921-01-01 00:00:00
54633,Biel Moll,2009-02-17,Male,[],1941-01-01 00:00:00
54634,Rafael Anglada,1993-06-23,Male,[],1921-01-01 00:00:00
54636,Pau Garsaball,1991,Male,[],1920-01-01 00:00:00
54643,Ivo Robic,2000-03-10,Male,[],1926-01-29 00:00:00
54666,Tihomir Polanec,1982-10-14,Male,[],1935-01-01 00:00:00
54668,Borivoj Sembera,1981-11-19,Male,[],1918-06-18 00:00:00
54669,Drago Mestrovic,2010-03-04,Male,[],1943-04-16 00:00:00
54675,Meyer van Beem,1924-03-06,Male,[],1838-06-10 00:00:00
54676,Marie de Clermont,1922-08-26,Female,[],1860-11-30 00:00:00
54680,Lora Hays,2009-11-28,Female,[],1910-11-01 00:00:00
54694,Seweryna Broniszówna,1982-06-28,Female,[],1891-07-13 00:00:00
54697,Daria Trafankowska,2004-04-09,Female,[],1954-01-05 00:00:00
54705,Edouard Caillau,1990-03-15,Male,[],1924-03-01 00:00:00
54709,François Cadet,2009-09-24,Male,[],1932-01-05 00:00:00
54716,Christa Lehmann,1992-10-18,Female,[],1921-03-30 00:00:00
54720,Walter Lendrich,1999-07-15,Male,[],1912-05-27 00:00:00
54722,Norbert Christian,1976-12-18,Male,[],1925-12-05 00:00:00
54724,Margie Morris,1983-01-14,Female,[],1892-07-24 00:00:00
54728,Eduard Verkade,1961-02-11,Male,[],1878-06-15 00:00:00
54760,Albertus Abraham Mullens,1890-06-15,Male,[],1847-07-30 00:00:00
54761,John R. Freuler,1958-12-19,Male,[],1872-11-17 00:00:00
54775,Marion Carney,2012-02-10,Female,[],1924-01-01 00:00:00
54798,Mario Verdon,1992-08-21,Male,[],1923-10-18 00:00:00
54809,Jan Koecher,1981-05-11,Male,[],1908-01-16 00:00:00
54842,Madeleine Desdevises,1982-04-16,Female,[],1967-03-12 00:00:00
54843,Tadeusz Wieżan,1982-11-29,Male,[],1929-09-01 00:00:00
54844,Kazimierz Rudzki,1976-02-02,Male,[],1911-01-06 00:00:00
54845,Mieczyslaw Milecki,1988-02-23,Male,[],1907-11-09 00:00:00
54846,Zdzislaw Lesniak,2002-09-22,Male,[],1930-12-13 00:00:00
54853,Godfried Devreese,1972,Male,[],1893-01-01 00:00:00
54856,Jacques van Hoven,1942-10-01,Male,[],1885-11-18 00:00:00
54857,François-Xavier Bagnoud,1986-01-14,Male,[],1961-09-11 00:00:00
54858,Alida van Gijtenbeek,1945-03-24,Female,[],1864-10-17 00:00:00
54859,Henriette Blazer,1974-08-08,Female,[],1889-11-06 00:00:00
54867,Jaak Van Luyth,2011-11-22,Male,[],1930-04-23 00:00:00
54876,Marcel Lapointe,1980,Male,[],1920-01-01 00:00:00
54881,Tivadar Márk,2003-09-27,Male,[],1908-05-11 00:00:00
54882,Fred Engelen,1967-12-03,Male,[],1912-12-20 00:00:00
54883,Antoinette Sohns,1945-02-08,Female,[],1876-06-23 00:00:00
54893,René Hainaux,2012-06-22,Male,[],1918-04-19 00:00:00
54898,Inés Murillo,2003-12-31,Female,[],1912-05-05 00:00:00
54935,Hector Camerlynck,1989-12-20,Male,[],1913-01-11 00:00:00
54937,Jenny Tanghe,2009-03-11,Female,[],1926-09-15 00:00:00
54938,Raf Reymen,1990-08-18,Male,[],1926-01-21 00:00:00
54943,Dorothy Wedderburn,2012-09-20,Female,[],1925-09-18 00:00:00
55023,Liana Billi,1969-01-04,Female,[],1911-07-23 00:00:00
55026,A.W.G. van Riemsdijk,1930-05-02,Male,[],1878-08-08 00:00:00
55034,Áurea Campos,1998,Female,[],1929-01-01 00:00:00
55035,Solano Trindade,1974-02-19,Male,[],1908-07-24 00:00:00
55079,Angela Carter,2002,Female,[],1995-01-01 00:00:00
55086,Mary van den Berg,2003-12-21,Female,[],1909-06-08 00:00:00
55090,Matthieu van Eysden,1970-11-08,Male,[],1896-04-26 00:00:00
55101,Silvanus Jones,1914-11-06,Male,[],1827-02-25 00:00:00
55142,Mici Erdélyi,1994-07,Female,[],1910-09-11 00:00:00
55158,Henrik Dyfverman,1998-08-02,Male,[],1912-03-18 00:00:00
55164,Mária Sulyok,1987-10-20,Female,[],1908-11-05 00:00:00
55187,Ivans,1935-05-20,Male,[],1866-06-20 00:00:00
55211,Dorothy Dearing,1965-04-19,Female,[],1913-04-17 00:00:00
55216,Adolphe Engers,1945-12-08,Male,[],1884-06-20 00:00:00
55221,Victor Colani,1957-11-25,Male,[],1895-10-30 00:00:00
55228,Robert Lussac,1987-12-05,Male,[],1902-07-06 00:00:00
55307,Jacques Courtois,1986-09-22,Male,[],1932-10-20 00:00:00
55314,Albert Mullens,1941-01-17,Male,[],1879-06-20 00:00:00
55331,Marcello Mandò,2004-11-10,Male,[],1933-02-22 00:00:00
55332,Bruno Cirino,1981-04-17,Male,[],1936-10-25 00:00:00
55338,Iva Stewart,1985-03-06,Female,[],1914-01-05 00:00:00
55339,Alice Armand,1964-01,Female,[],1890-12-15 00:00:00
55375,Maininki Sippola,2008-11-24,Female,[],1917-09-24 00:00:00
55380,Winni Riva,1996-07-15,Female,[],1918-02-02 00:00:00
55384,Silla Bettini,2003-05-15,Male,[],1923-02-28 00:00:00
55399,Jacques Galland,2010-12-13,Male,[],1921-10-12 00:00:00
55411,Jacques Lorain,2006-07-03,Male,[],1917-07-01 00:00:00
55412,Lélia Coelho Frota,2010-05-27,Female,[],1938-07-11 00:00:00
55421,Mary Beekman,1957-10-25,Female,[],1884-08-09 00:00:00
55424,Willem Faassen,1978-04-15,Male,[],1896-07-25 00:00:00
55449,John Cook,1977,Male,[],1906-10-11 00:00:00
55458,Joseph Almas,1948-04-26,Male,[],1896-04-28 00:00:00
55473,Nazareth Ohana,1978,Female,[],1942-01-01 00:00:00
55475,Florence Meier Chase,1978-05-06,Female,[],1902-01-01 00:00:00
55476,Adelia Sarah Gates,1912-09-21,Female,[],1825-10-24 00:00:00
55477,Viola Shelly Shantz,1977,Female,[],1895-01-01 00:00:00
55480,William M. Mann,1960,Male,[],1886-01-01 00:00:00
55481,Lucile Quarry Mann,1986-11-27,Female,[],1897-01-01 00:00:00
55489,Sidney Fay Blake,1959,Male,[],1892-01-01 00:00:00
55492,Doris Holmes Blake,1978-12-03,Female,[],1892-01-01 00:00:00
55498,Thomas Owen,2002-03-02,Male,[],1910-07-22 00:00:00
55501,Constant van Kerckhoven,1966-03-25,Male,[],1892-04-21 00:00:00
55506,Hans Theyer,1955-07-18,Male,[],1884-06-11 00:00:00
55531,Barend Barendse,1935-03-10,Male,[],1852-08-08 00:00:00
55534,Rosie Norris,2012,Female,[],1934-01-01 00:00:00
55535,Jack Norris,2008,Male,[],1930-01-01 00:00:00
55553,Cynthia Barrett,2006-10-01,Female,[],1921-12-25 00:00:00
55571,Cara Van Wersch,2014-11-24,Female,[],1913-01-01 00:00:00
55572,Jenny Van Santvoort,1983-02-19,Female,[],1899-11-08 00:00:00
55573,Jet Naessens,2010-06-25,Female,[],1915-09-04 00:00:00
55579,Lous Chrispijn,1940,Female,[],1898-01-01 00:00:00
55580,Louis Rosenveldt,1867,Male,[],1798-01-01 00:00:00
55581,Louisa Bouwmeester,1865,Female,[],1818-01-01 00:00:00
55582,Henri Brondgeest,1928,Male,[],1867-01-01 00:00:00
55583,Maurits Frenkel,1873,Male,[],1841-01-01 00:00:00
55584,Louise Bouwmeester,1922,Female,[],1846-01-01 00:00:00
55585,Frits Bouwmeester,1906,Male,[],1848-01-01 00:00:00
55586,Louis Bouwmeester Jr.,1932,Male,[],1886-01-01 00:00:00
55587,Gottfried Mann,1904-02-10,Male,[],1858-07-15 00:00:00
55598,Joanne Newley,1965,Female,[],1928-01-01 00:00:00
55601,Pier Luigi Samaritani,1994-01-05,Male,[],1942-09-29 00:00:00
55612,Cesarine Prinz,1946-03-22,Female,[],1883-12-20 00:00:00
55619,Wilhelmina Schwab-Welman,1940-01-07,Female,[],1862-04-29 00:00:00
55620,Olga Appellöf,1989-12-13,Female,[],1898-01-14 00:00:00
55623,Lothar Knud Frederik,1957,Male,[],1886-11-09 00:00:00
55626,Ernst Wellton,2001-10-25,Male,[],1921-04-05 00:00:00
55629,Öllegård Wellton,1991-06-26,Female,[],1932-04-18 00:00:00
55630,Oskar Marion,1986-03,Male,[],1896-04-02 00:00:00
55641,Lisskulla Jobs,1996-08-15,Female,[],1906-06-25 00:00:00
55643,Michael Barnes,1982-12-22,Male,[],1927-05-13 00:00:00
55651,Pedro Basauri 'Pedrucho',1973,Male,[],1893-01-01 00:00:00
55652,Miguel Mateo 'Miguelín',2013-07-21,Male,[],1939-03-19 00:00:00
55665,Maurizio Barendson,1978-01-24,Male,[],1923-11-09 00:00:00
55683,Charles Gilhuys,1955,Male,[],1881-01-01 00:00:00
55684,Mientje Kling,1966-02-26,Female,[],1894-07-27 00:00:00
55703,Palle Granditsky,2001-12-02,Male,[],1923-12-18 00:00:00
55705,Mikael Strandberg,2000-12-09,Male,[],1954-05-07 00:00:00
55711,Kenneth Benda,1978-07-01,Male,[],1902-01-01 00:00:00
55714,Claire Rommer,1996-08-19,Female,[],1904-12-07 00:00:00
55728,Veit Bethke,1988-07-01,Male,[],1922-01-24 00:00:00
55729,Raffaele di Sipio,1996,Male,[],1916-01-01 00:00:00
55738,Eva-Lisa Lennartsson,1999-01-23,Female,[],1910-04-06 00:00:00
55739,Torsten Lennartsson,1933-10-31,Male,[],1881-11-07 00:00:00
55750,José García-Berlanga,1952,Male,[],1886-01-01 00:00:00
55756,Alberto Silvestri,2001-05-21,Male,[],1933-05-05 00:00:00
55759,Israël Querido,1932-08-05,Male,[],1872-10-01 00:00:00
55763,Herman Schwab,1951-07-22,Male,[],1861-07-02 00:00:00
55765,Willem Hunsche,1934-12-09,Male,[],1880-07-03 00:00:00
55766,Jean Stapelveld,1963-01-05,Male,[],1887-10-26 00:00:00
55778,Björn Berglund,1968-08-03,Male,[],1904-10-16 00:00:00
55782,Maurice Brierre,1959-11-04,Male,[],1885-02-10 00:00:00
55783,Frederic Tozere,1972-08-05,Male,[],1901-06-19 00:00:00
55788,Wim Grelinger,1977-10-20,Male,[],1899-09-13 00:00:00
55793,Mien Braakensiek,1944-06-07,Female,[],1875-01-11 00:00:00
55794,Joop van Hulzen,1971-05-20,Male,[],1898-08-23 00:00:00
55795,Alvar Granström,2000-11-23,Male,[],1907-08-24 00:00:00
55807,Lasse Björne,2013-01-05,Male,[],1926-01-23 00:00:00
55835,Slavko Zalar,1984-05-06,Male,[],1921-05-25 00:00:00
55856,Giorgio Piazza,2010-07-03,Male,[],1925-07-16 00:00:00
55863,Stanisław Ptak,2002-06-30,Male,[],1927-03-28 00:00:00
55864,Montserrat Garriga Casañas,1975,Female,[],1917-01-01 00:00:00
55890,Marian Dederko,1965-07-08,Male,[],1880-02-29 00:00:00
55897,Witold Dederko,1988-09-10,Male,[],1906-03-26 00:00:00
55926,Clifford Vaughan,1987-11-23,Male,[],1893-09-23 00:00:00
55929,Jerzy Siwy,1983-11-26,Male,[],1921-04-20 00:00:00
55947,Karolina Lubienska,1991-04-25,Female,[],1905-10-28 00:00:00
55986,Mieke Verheyden,2011-11-19,Female,[],1937-01-01 00:00:00
56029,Maurício Nabuco,1985,Male,[],1937-01-01 00:00:00
56037,Jhoan Camitz,2000-08-10,Male,[],1962-01-01 00:00:00
56059,Deddi Savagnone,2010-10-03,Female,[],1929-04-02 00:00:00
56061,Gusta Chrispijn-Mulder,1955-06-17,Female,[],1876-09-13 00:00:00
